Name,Company,Registration No,Brand,Service,Region,Inspector,Phone,Image,Detail Link
«Enaak Gemez»,«Bbrands» ЖШС,№ 001109,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ","Снэк (чипсы, кириешки т.б) өндірісі",Астана қаласы,Дулат Қадырұлы,+7777 999 55 85,https://halaldamu.kz/storage/app/uploads/public/66a/b22/22b/thumb_9033_278_202_0_0_auto.webp,https://halaldamu.kz/kk/m/bbrands-zhshs
«JETI SAMSA»,«Оразбаева» ЖК,№ 001108/3,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,87773815777,https://halaldamu.kz/storage/app/uploads/public/68b/6bd/70b/thumb_12531_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/orazbaeva-zhkS
«JETI SAMSA»,«Оразбаева» ЖК,№ 001108/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,87773815777,https://halaldamu.kz/storage/app/uploads/public/68b/6bd/59a/thumb_12529_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/orazbaeva-zhkl
«JETI SAMSA»,«Оразбаева» ЖК,№ 001108,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,87773815777,https://halaldamu.kz/storage/app/uploads/public/68b/6bd/4fb/thumb_12528_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/orazbaeva-zhk
–,«National Agro Product» ЖШС,№ 001107,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет өнімдері,Астана қаласы,Дулат Қадырұлы,+7702 105 26 46,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/national-agro-product-zhshs
«Каз Мясо»,«Best Meat» ЖШС,№ 001106/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Алматы қаласы,Терликбаев Омиржан,+7702 555 59 75,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/best-meat-zhshsk
«Каз Мясо»,«Best Meat» ЖШС,№ 001106,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Қасапхана,Алматы облысы,Жұмабеков Жанәбіл,+7702 555 59 75,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/best-meat-zhshs
«Fitness Food»,«Fitness Food» ЖК,№ 001105,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Алматы қаласы,Терликбаев Омиржан,+7705 984 06 07,https://halaldamu.kz/storage/app/uploads/public/66a/740/15c/thumb_9011_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/fitness-food-zhk
«BAI QUT»,«ҚАҒАНАТ ҚАЗЫНА» ЖШС,№ 001104,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Сүт өнімдері,Астана қаласы,Дулат Қадырұлы,+7 702 447 57 27,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/anat-azyna-zhshs
«Maki Maki»,«ОМАРОВ» ЖК,№ 001103,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Қостанай облысы,Терликбаев Омиржан,+7 778 006 55 77,https://halaldamu.kz/storage/app/uploads/public/68f/852/0d6/thumb_13040_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/omarov-zhk
«Maki Maki»,«КЕРИМБЕКОВА В.Н» ЖК,№ 001102,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Павлодар облысы,Темірғалиев Серік,+7 707 930 23 21,https://halaldamu.kz/storage/app/uploads/public/68f/852/1b4/thumb_13041_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/kerimbekova-vn-zhk
«The doner на углях»,«Global Grid (Глобал Грид)» ЖШС,№ 001101/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Маңғыстау облысы,Іздібай Бегенұлы,+7 778 306 14 88,https://halaldamu.kz/storage/app/uploads/public/681/07e/83e/thumb_11480_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/global-grid-global-grid-zhshsm
«The doner на углях»,«Global Grid (Глобал Грид)» ЖШС,№ 001101,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Маңғыстау облысы,Іздібай Бегенұлы,+7 778 306 14 88,https://halaldamu.kz/storage/app/uploads/public/681/07e/905/thumb_11481_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/global-grid-global-grid-zhshs
«The doner на углях»,«Smile food (Смайл фуд)» ЖШС,№ 001100,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,87783061488,https://halaldamu.kz/storage/app/uploads/public/681/07e/9cd/thumb_11482_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/smile-food-smajl-fud-zhshs
«SHEKER»,«SHEKER GROUP» ЖШС,№ 000347/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Алматы қаласы,Терликбаев Омиржан,87073900912,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/sheker-group-zhshs
«Мясной Двор»,«Сун-Фун-Лай Тахир» ЖК,№ 000179/1*,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/669/e3a/fbd/thumb_8944_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/sun-fun-laj-tahir-zhks
«Мясной Двор»,«Сун-Фун-Лай Тахир» ЖК,№ 000179*,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/669/e3a/427/thumb_8942_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/sun-fun-laj-tahir-zhka
«Данияр ет»,«Ибраев» ЖК,№ 000767*,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Қарағанды,Амангелді Асқаров,+7,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ibraev-zhks
–,«Усманов» ЖК,№ 000487/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет өнімдері,Түркістан облысы,Мұстафа Калджанович,+77024722313,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/usmanov-zhku
"«Parapa Pizza», «Doner Crush»",«Posya» ЖК,№ 000006/3,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Қызылорда облысы,Шарапатова Перизат,87071610058,https://halaldamu.kz/storage/app/uploads/public/669/4eb/2f4/thumb_8890_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/posya-zhkla
"«Parapa Pizza», «Doner Crush»",«Posya» ЖК,№ 000006/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Қарағанды,Амангелді Асқаров,+77071610058,https://halaldamu.kz/storage/app/uploads/public/669/4ea/227/thumb_8888_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/posya-zhkf
"«Parapa Pizza», «Doner Crush»",«Posya» ЖК,№ 000006/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Қарағанды,Амангелді Асқаров,+77071610058,https://halaldamu.kz/storage/app/uploads/public/669/4e9/6d6/thumb_8886_278_202_0_0_auto.png,https://halaldamu.kz/kk/m/posya-zhk
«Көк күмбез»,«КӘУСӘР РИЗЫҚ» ЖШС,№ 000013/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,+77751638861,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/kusr-rizy-zhshs
«Du Du Chiken»,«Yera.Aim» ЖК,№ 000017/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Атырау облысы,Амангелдиев Ақылбек,+77718468541,https://halaldamu.kz/storage/app/uploads/public/668/26f/f65/thumb_8817_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/yeraaim-zhkm
«Qazaqstan shai»,«Real Trade Astana» ЖШС,№ 001094,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кофе және шәй өндірісі,Астана қаласы,Дулат Қадырұлы,8707 299 74 95 / 8705 709 34 20,https://halaldamu.kz/storage/app/uploads/public/667/2b7/6c5/thumb_8690_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/real-trade-astana-zhshs
«BOMAZZA»,«BOMAZZA» ЖШС,№ 000731/4,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Атырау облысы,Амангелдиев Ақылбек,+7,https://halaldamu.kz/storage/app/uploads/public/667/2c0/98c/thumb_8695_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/bomazza-zhshssa
«BOMAZZA»,«BOMAZZA» ЖШС,№ 000731/3,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Атырау облысы,Амангелдиев Ақылбек,+7,https://halaldamu.kz/storage/app/uploads/public/667/2c0/880/thumb_8694_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/bomazza-zhshsgh
«BOMAZZA»,«BOMAZZA» ЖШС,№ 000731/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Атырау облысы,Амангелдиев Ақылбек,+7,https://halaldamu.kz/storage/app/uploads/public/667/2c0/7a2/thumb_8693_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/bomazza-zhshsll
«BOMAZZA»,«BOMAZZA» ЖШС,№ 000731/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Атырау облысы,Амангелдиев Ақылбек,+7,https://halaldamu.kz/storage/app/uploads/public/667/2c0/5ae/thumb_8691_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/bomazza-zhshs
«OKADZAKI»,«OKADZAKI» тамақтану желісі,№ 000690/14,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/674/d70/65a/thumb_10096_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/okadzaki-tamatanu-zhelisiaq
,,№,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",,,,,https://halaldamu.kz/storage/app/uploads/public/667/26d/d9c/thumb_8637_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/default
«Maki Maki»,«Пулатов Т. П.» ЖК,№ 000471/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Қарағанды,Амангелді Асқаров,+7,https://halaldamu.kz/storage/app/uploads/public/68f/852/dbd/thumb_13050_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/pulatov-t-p-zhk
«Шашлычок»,«Soul Food» ЖК,№ 000774/4,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Астана қаласы,Дулат Қадырұлы,+7,https://halaldamu.kz/storage/app/uploads/public/666/6aa/04b/thumb_8592_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/soul-food-zhkla
«Maki Maki Семей»,«Сейдіғабылов Әлішер Амантайұлы» ЖК,№ 001099,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Абай облысы,Сыздықов Ардақ,87078753680,https://halaldamu.kz/storage/app/uploads/public/666/6a4/b7b/thumb_8583_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/sejdiabylov-lisher-amantajly-zhk
«ЖАС-НУР»,ИП «Леспеков А.Т.»,№ 001098,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Сүт өнімдері,Түркістан облысы,Мұстафа Калджанович,+7,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/ip-lespekov-t
–,«Сарсенбаева» ЖК,№ 001097,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/sarsenbaeva-zhk
«Jam Bakery»,«Jam Bakery» ЖК,№ 001096,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Кондитерлік өнімдері,Шымкент қаласы,Сарыбаев Қазбек,8 708 55 19 60,https://halaldamu.kz/storage/app/uploads/public/686/f4f/7aa/thumb_12061_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/abaj-zhk
«Бастау»,«Бастау Снаб» ЖШС,№ 001095,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Қасапхана,Жамбыл облысы,Аблайхан Кәріпбаев,8 776 671 86 21,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/kurakbaeva-asel-muratbbekovna-zhk
–,«Орал құс фабрикасы» ЖШС,№ 001093,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жұмыртқа өндірісі,БҚО,Асылбеков Асхат,+7,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/oral-s-fabrikasy-zhshs
"«Nesibe», «Алан», «Алтын батыр»,«Статус» , «Батысхан»",«Дадабаев У.А» ЖК,№ 001092,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Шұжық өндірісі,Жамбыл облысы,Аблайхан Кәріпбаев,+7 701 732 02 / 98 45-75-57,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/dadabaev-u-zhk
«Sarqyt»,«Саркыт фуд» ЖШС,№ 001091,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Астана қаласы,Дулат Қадырұлы,+7,https://halaldamu.kz/storage/app/uploads/public/666/680/514/thumb_8571_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/sarkyt-fud-zhshs
«Doner Na Satpayeva»,«Аdal» ЖК,№ 000896/3,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/665/d93/aa7/thumb_8527_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/adal-zhkw
«Doner Na Satpayeva»,«Аdal» ЖК,№ 000896/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/665/d92/ed0/thumb_8525_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/adal-zhkk
«Doner Na Satpayeva»,«Аdal» ЖК,№ 000896/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/665/d92/330/thumb_8523_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/adal-zhka
«Chicken Republic»,«YUKA partners» ЖШС,№ 000914/3,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Фаст-фуд өнімдері,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/665/d89/a56/thumb_8498_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/yuka-partners-zhshsz
«Керемет»,«Шалдыбаева Б.» ЖК,№ 000432*,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Қостанай облысы,Балахмет Алишер,8775 410 91 77,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/shaldybaeva-b-zhk
«Жас Ет»,«MaNi Trade» ЖШС,№ 000885/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Ет дүкені,Астана қаласы,Дулат Қадырұлы,8776 228 25 28,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/mani-trade-zhshs
«Space`s Spice»,«Daurenbekuly» ЖК,№ 000503/1,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Жартылай фабрикаттар,Ақтөбе облысы,Алмат Амангелдіұлы,+7,https://halaldamu.kz/storage/app/uploads/public/664/19a/f4a/thumb_8341_278_202_0_0_auto.jpg,https://halaldamu.kz/kk/m/daurenbekuly-zhk
«COFFEE ORIGINAL COMPANY»,«COFFEE ORIGINAL COMPANY». «Coffee original - Tole bi» филиалы,№ 001087,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/663/878/b13/thumb_8306_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/coffee-original-company-coffee-original-tole-bi-filialy
«АЛЕЛЬ АГРО»,«АЛЕЛЬ АГРО» АҚ,№ 000003/2,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Комбикорм,Жамбыл облысы,Аблайхан Кәріпбаев,8(727)299-39-99 / 8(727)299-44-77,https://halaldamu.kz/storage/app/uploads/public/f1a/e4a/bc4/thumb__278_202_0_0_auto.png,https://halaldamu.kz/kk/m/alel-agro
«COFFEE ORIGINAL»,«COFFEE ORIGINAL COMPANY». «Coffee Original - Khan-Tengri» филиалы,№ 001088,"ҚАЗАҚСТАН МҰСЫЛМАНДАРЫ ДІНИ БАСҚАРМАСЫ
«ХАЛАЛ ДАМУ»СТАНДАРТТАУ ЖӘНЕ СЕРТИФИКАТТАУ ОРТАЛЫҒЫ",Тамақтану орындары,Алматы қаласы,Терликбаев Омиржан,+7,https://halaldamu.kz/storage/app/uploads/public/663/86b/6ce/thumb_8297_278_202_0_0_auto.jpeg,https://halaldamu.kz/kk/m/coffee-original-company-coffee-original-khan-tengri-filialy
