name,product_name,halal_code,fda_number,barcode,expiry_date,company_name,company_address,company_email,cordinator_name,cordinator_contact,long_product_detail,image_link,category
N/A,HDM-46 FOOD GRADE ANTI-WEAR HYDRAULIC OIL,18U7370020668,N/A,N/A,05/06/2026,"HDM Technology (Thailand) Co.,Ltd","999/18 Moo.3 Ban-Chang subdistrict, U-thai district, Ayutthaya, Ban Chang, Uthai, Phra Nakhon Si Ayutthaya, 13210",adelezhang131@gmail.co,Aphiradi Angi,0613858838,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
N/A,HDM-68 FOOD GRADE ANTI-WEAR HYDRAULIC OIL,18U7370030668,N/A,N/A,05/06/2026,"HDM Technology (Thailand) Co.,Ltd","999/18 Moo.3 Ban-Chang subdistrict, U-thai district, Ayutthaya, Ban Chang, Uthai, Phra Nakhon Si Ayutthaya, 13210",adelezhang131@gmail.co,Aphiradi Angi,0613858838,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
AJE BIG BLUE HAWAII,CARBONATED DRINK APPLE FLAVOUR,92C0651091166,N/A,N/A,22/11/2025,"AJETHAI  CO., LTD.","700/318 Moo 6, Amata Nakorn Industrial Estate Soi 14, T. Donhualoh, A. Muang, Chonburi, 20000 Thailand., Don Hua Lo, Mueang Chon Buri, Chon Buri, 20000",Pornsiri.thammajit.th@ajegroup.com,Mr.Pakapon Phachanaphan,038-214-504 ต่อ  7249,CARBONATED DRINK APPLE FLAVOUR,https://halal.co.th/storages/products/741614.jpg,Services
"Compact Energy Co.,Ltd.","Diatomaceous Earth ""Radiolite""Brand / China",99D6900110164,N/A,N/A,21/01/2027,"COMPACT ENERGY CO.,LTD.","234-234/1 SOI SOONVIJAI 4, RAMA 9 RD., BANGKAPI, HUAYKWANG, BANGKOK 10310, THAILAND., Bang Kapi, Khet Huai Khwang, Bangkok, 10310",admin@zenithpower.co.th,MR. VICHIEN KITKRAILARD,081-804-4460,"Diatomaceous Earth ""Radiolite""Brand / China",https://halal.co.th/storages/products/556908.jpg,Services
Bento,Mixed Seafood Snack Sweet & Spicy Flavour,438691321067,N/A,8 850157 408158,10/10/2028,"SRINANAPORN MARKETING PUBLIC CO.,LTD (SETTHAKIT ROAD BRANCH)","234 Moo 4, Tambon Om Noi, Krathum Baen,Samut Sakhon 74130, Thailand., Om Noi, Krathum Baen, Samut Sakhon, 74130",pichet_sdf@snnp.co.th,Mr.Pichet  Puntawong,0-2023-4680-4,"Slightly brown colour, soft and elastic to semicrispy texture. Characteristic of grilled squid, hot, sweet and slightly sour taste, hot and spicy aroma. Short sheet with  a cross pattern.",https://halal.co.th/storages/products/794399.jpg,Services
Bento,Mixed Seafood Snack Sweet & Spicy Flavour,438691321067,N/A,8 850157 405836,10/10/2028,"SRINANAPORN MARKETING PUBLIC CO.,LTD (SETTHAKIT ROAD BRANCH)","234 Moo 4, Tambon Om Noi, Krathum Baen,Samut Sakhon 74130, Thailand., Om Noi, Krathum Baen, Samut Sakhon, 74130",pichet_sdf@snnp.co.th,Mr.Pichet  Puntawong,0-2023-4680-4,"Slightly brown colour, soft and elastic to semicrispy texture. Characteristic of grilled squid, hot, sweet and slightly sour taste, hot and spicy aroma. Short sheet with  a cross pattern.",https://halal.co.th/storages/products/802920.jpg,Services
,N/A,1004280010444,N/A,N/A,31/07/2025,,"Yan Ta Khao, Yan Ta Khao, Trang, 92140",,,"086-2680367, 075-281448 ต่อ 117",,https://halal.co.th/storages/products/340913.jpg,Services
Falcon,N/A,604300190644,11-1-22223-2-0002,8850188140201,01/06/2026,FRIESLAND CAMPINA (THAILAND) PUBLIC COMPANY LIMITED.,"388 5TH FLOOR S.P. BUILDING, PAHOLYOTHIN ROAD, SAMSENNAI, PHAYATHAI, BANGKOK, 10400, THAILAND, Samsen Nai, Khet Phaya Thai, Bangkok, 10400",uthaiwan.la-orkhun@frieslandcampina.com,-,0-2620-1900#1114,,https://halal.co.th/storages/products/284193.jpg,Services
Falcon,N/A,604302371058,N/A,8850188803106,01/06/2026,FRIESLAND CAMPINA (THAILAND) PUBLIC COMPANY LIMITED.,"388 5TH FLOOR S.P. BUILDING, PAHOLYOTHIN ROAD, SAMSENNAI, PHAYATHAI, BANGKOK, 10400, THAILAND, Samsen Nai, Khet Phaya Thai, Bangkok, 10400",uthaiwan.la-orkhun@frieslandcampina.com,-,0-2620-1900#1114,,https://halal.co.th/storages/products/536142.jpg,Services
MILDY,N/A,872490330944,25-1-04738-2-0142,8850425003863,11/12/2026,"EUROPEAN FOOD PUBLIC CO., LTD.","291 MOO 10, POOCHAOSAMINGPRAI ROAD, SOUTH SAMRONG, PRAPRADANG, SAMUTPRAKAN 10130, THAILAND., Samrong Tai, Phra Pradaeng, Samut Prakan, 10130",-,-,023843049,,https://halal.co.th/storages/products/345496.jpg,Services
MILDY,N/A,872490330944,25-1-04738-2-0142,8850425004457,11/12/2026,"EUROPEAN FOOD PUBLIC CO., LTD.","291 MOO 10, POOCHAOSAMINGPRAI ROAD, SOUTH SAMRONG, PRAPRADANG, SAMUTPRAKAN 10130, THAILAND., Samrong Tai, Phra Pradaeng, Samut Prakan, 10130",-,-,023843049,,https://halal.co.th/storages/products/536988.jpg,Services
SEA ELEPHANT,RICE FLOUR,779450010746,N/A,8859299311005,06/11/2027,"HOK SENG RICE FLOUR CO.,LTD.","118,120  SUKSAWAT ROAD, CHOMTHONG, CHOMTHONG, BANGKOK ,10150,THAILAND., Chom Thong, Khet Chom Thong, Bangkok, 10150",info@hokseng.com,nattha,0814897765,RICE FLOUR,https://halal.co.th/storages/products/501676.jpg,Services
N/A,100% Aromatic Coconut Water (250 ml),91T6030011167,73-2-00562-2-0001,8857200407014,06/11/2025,"Family Green Harvest Co.,Ltd.","111/25 Moo 11 Bangrakham, Banglane, Nakornphathom, 73130, Thailand., Bang Rakam, Bang Len, Nakhon Pathom, 73130",piyaporn@familygreenharvest.com,Piyaporn Phoosuphanusorn,0816435630,100% Aromatic Coconut Water (250 ml),https://halal.co.th/storages/products/778776.png,Services
Tipco,"65 % MIXED VEGETABLE JUICE & 35 % MIXED FRUIT JUICE (CARROT,CELERY, TOMATO, ORANGE, PASSIONFRUIT, PINEAPPLE)",91A7090281249,14-2-00249-2-0054,8851013740498,05/12/2026,"TIPCO F&B CO., LTD.","118/1 TIPCO TOWER, RAMA 6 RD., PHAYATHAI, PHAYATHAI, BANGKOK 10400, THAILAND., Phaya Thai, Khet Phaya Thai, Bangkok, 10400",numphueng@tipco.net,numphueng,035-950851-4 #3606,,https://halal.co.th/storages/products/376343.jpg,Services
TPBI,HDPE,18J2150010362,N/A,N/A,03/03/2026,TPBI PUBLIC COMPANY LIMITED,"88 MOO 5 MAKHAM-KU, NIKOMPATTANA, RAYONG 21180, THAILAND., Makham Khu, Nikhom Phatthana, Rayong, 21180",janutda.ch@tpbigroup.com,Miss Janutda  Chanhuatone,038-017471-73 ext. 521,"HDPE ""TPBI"" Brand",https://halal.co.th/en/layout/images/noimage-product.jpg,Services
TPBI,HDPE,18J2150020362,N/A,N/A,03/03/2026,TPBI PUBLIC COMPANY LIMITED,"88 MOO 5 MAKHAM-KU, NIKOMPATTANA, RAYONG 21180, THAILAND., Makham Khu, Nikhom Phatthana, Rayong, 21180",janutda.ch@tpbigroup.com,Miss Janutda  Chanhuatone,038-017471-73 ext. 521,-,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
TPBI,HDPE,18J2150030362,N/A,N/A,03/03/2026,TPBI PUBLIC COMPANY LIMITED,"88 MOO 5 MAKHAM-KU, NIKOMPATTANA, RAYONG 21180, THAILAND., Makham Khu, Nikhom Phatthana, Rayong, 21180",janutda.ch@tpbigroup.com,Miss Janutda  Chanhuatone,038-017471-73 ext. 521,-,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
TPBI,HDPE,18J2150040362,N/A,N/A,03/03/2026,TPBI PUBLIC COMPANY LIMITED,"88 MOO 5 MAKHAM-KU, NIKOMPATTANA, RAYONG 21180, THAILAND., Makham Khu, Nikhom Phatthana, Rayong, 21180",janutda.ch@tpbigroup.com,Miss Janutda  Chanhuatone,038-017471-73 ext. 521,-,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
N/A,HDPE  PLASTIC  BAGS,18R6320041167,-,N/A,06/09/2025,CHAISIRI NYLON CANVAS FACTORY LTD.,"124 MOO 1, DONKAIDEE, KRATHUM BAEN, SAMUT SAKHON, THAILAND 74110, Don Kai Di, Krathum Baen, Samut Sakhon, 74110",nuttakan@chaisiri.com,Ms. Nuttakan  Phituksantichai,034 – 471742,-,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
UNIQUE PLASTIC INDUSTRY PLC.,HDPE BAG,18P5050100765,N/A,N/A,21/07/2026,UNIQUE PLASTIC INDUSTRY PUBLIC COMPANY LIMITED,"323  Moo 2, Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan, 10280, Thailand., Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan, 10280",areerat_p@uniqueplastic.com,AREERAT PHOKLAM,062 445 9449,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
TRC,HDPE Color Plastic Bag,18H1850071260,N/A,N/A,19/12/2025,"T.R.C.Polypack Co.,Ltd.","14 Soi Tungsetthi Yak 19, Ramkhumkaeng 2 Road, Dokmai Dis., Prawat, Bangkok 10250 Thailand, Dokmai, Khet Prawet, Bangkok, 10250",tadapong.t@trc-polypack.com,-,0983479519,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
TRC,HDPE Color Plastic Bag Color printing,18H1850081260,N/A,N/A,19/12/2025,"T.R.C.Polypack Co.,Ltd.","14 Soi Tungsetthi Yak 19, Ramkhumkaeng 2 Road, Dokmai Dis., Prawat, Bangkok 10250 Thailand, Dokmai, Khet Prawet, Bangkok, 10250",tadapong.t@trc-polypack.com,-,0983479519,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
UNIQUE PLASTIC INDUSTRY PLC.,HDPE FILM,18P5050070765,N/A,N/A,21/07/2026,UNIQUE PLASTIC INDUSTRY PUBLIC COMPANY LIMITED,"323  Moo 2, Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan, 10280, Thailand., Phraek Sa Mai, Mueang Samut Prakan, Samut Prakan, 10280",areerat_p@uniqueplastic.com,AREERAT PHOKLAM,062 445 9449,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
TRC,HDPE Plastic Bag,18H1850051260,N/A,N/A,19/12/2025,"T.R.C.Polypack Co.,Ltd.","14 Soi Tungsetthi Yak 19, Ramkhumkaeng 2 Road, Dokmai Dis., Prawat, Bangkok 10250 Thailand, Dokmai, Khet Prawet, Bangkok, 10250",tadapong.t@trc-polypack.com,-,0983479519,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
N/A,HDPE Plastic bag,18M1660010164,N/A,N/A,21/02/2027,"PRIMA PLASTIC CO.,LTD","99/9-10 Moo.1 ,Taeparak Rd.,Tambol Bangsaothong,Amphur Bangsaothong , Samutprakarn 10570  Thailand., Bang Sao Thong, Bang Sao Thong, Samut Prakan, 10570",qcsainkaew@gmail.com,Mr.saingkhaen  kaewfia,023152755,HDPE Plastic bag,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
TRC,HDPE Plastic Bag Color printing,18H1850061260,N/A,N/A,19/12/2025,"T.R.C.Polypack Co.,Ltd.","14 Soi Tungsetthi Yak 19, Ramkhumkaeng 2 Road, Dokmai Dis., Prawat, Bangkok 10250 Thailand, Dokmai, Khet Prawet, Bangkok, 10250",tadapong.t@trc-polypack.com,-,0983479519,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
POLIMAXX,HIGH DENSITY POLYETHYLENE P702BK,18J0630010162,N/A,N/A,08/01/2026,IRPC Public Company Limited,"299 moo 5, Sukhumvit Road, Tumbon Chen Nern, Aumphoe Muang, Rayong 21000, Thailand, Choeng Noen, Mueang Rayong, Rayong, 21000",kornruth.re@irpc.co.th,-,0818014412,HIGH DENSITY POLYETHYLENE P702BK,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
POLIMAXX,HIGH DENSITY POLYETHYLENE P901BK,18J0630020162,N/A,N/A,08/01/2026,IRPC Public Company Limited,"299 moo 5, Sukhumvit Road, Tumbon Chen Nern, Aumphoe Muang, Rayong 21000, Thailand, Choeng Noen, Mueang Rayong, Rayong, 21000",kornruth.re@irpc.co.th,-,0818014412,HIGH DENSITY POLYETHYLENE P901BK,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
POLIMAXX,HIGH DENSITY POLYETHYLENE P901BK-RC,18J0630050168,N/A,N/A,08/01/2026,IRPC Public Company Limited,"299 moo 5, Sukhumvit Road, Tumbon Chen Nern, Aumphoe Muang, Rayong 21000, Thailand, Choeng Noen, Mueang Rayong, Rayong, 21000",kornruth.re@irpc.co.th,-,0818014412,HIGH DENSITY POLYETHYLENE P901BK-RC,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
POLIMAXX,HIGH DENSITY POLYETHYLENE P921BK,18J0630060168,N/A,N/A,08/01/2026,IRPC Public Company Limited,"299 moo 5, Sukhumvit Road, Tumbon Chen Nern, Aumphoe Muang, Rayong 21000, Thailand, Choeng Noen, Mueang Rayong, Rayong, 21000",kornruth.re@irpc.co.th,-,0818014412,HIGH DENSITY POLYETHYLENE P921BK,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
-,HOT FILL,18U7220040768,N/A,N/A,11/06/2026,"DAI-ICHI PACKAGING CO.,LTD.","139 Moo 5 Bangna-Trad Road 36th Km., Bang-Samak, Bang-Pakong, Chachoengsao 24180, Thailand, Bang Samak, Bang Pakong, Chachoengsao, 24180",jantana@dai-ichipack.com,Jantana Duangsim,038-545888,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
N/A,Hygienic Face Mask,18L8130011163,N/A,N/A,29/11/2025,"HARMONIZE TRADING CO.,LTD.","140 Moo 7, Muang Keaw, Maerim, Chiangmai 50180, Mueang Kaeo, Mae Rim, Chiang Mai, 50180",harmonizetrading@gmail.com,Tutsanee Kumpun,052009548,Hygienic Face Mask,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
INVE,IL Artemia SEP-Art SMArt,19J2710880763,-,N/A,24/04/2026,INVE (THAILAND) LTD.,"79/1 Moo 1, Nakhon Sawan-Phitsanulok Rd., Nong Lum, Wachirabarami, Phichit 66220, Thailand, Nong Lum, Wachirabarami, Phichit, 66220",w.benjapalakorn@inveaquaculture.com,Warittha,"056-609800 ต่อ 201, 089-7724600",,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Pacific Containerbag,Inner Liners,18C4500020156,N/A,N/A,08/01/2026,"PACIFIC CONTAINERBAG CO.,LTD.","662/51-52 RAMA3 ROAD, BANGPONGPANG, YANNAWA, BANGKOK 10120, THAILAND., Bang Phongphang, Khet Yan Nawa, Bangkok, 10120",kanitthaqc@gmail.com,Ms.KANITTHA SAKPUM,"09-8824-521, 0-2909-1450 ต่อ 122",Inner Liners,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
King's Stella,King's Stella Lamon Econo Dishwash,19J6800290666,389/2556,N/A,26/06/2026,"King Stella Group Co., Ltd.","89,98 Moo1,  Klongniyom-Yatra Tambol , Amphur Bangboo, Samutprakarn 10560, Thailand., Khlong Niyom Yattra, Bang Bo, Samut Prakan, 10560",,-,0-2317-5487 # 234,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
King's Stella,King's Stella Lamon Econo Dishwash,19J6800290666,389/2556,N/A,26/06/2026,"King Stella Group Co., Ltd.","89,98 Moo1,  Klongniyom-Yatra Tambol , Amphur Bangboo, Samutprakarn 10560, Thailand., Khlong Niyom Yattra, Bang Bo, Samut Prakan, 10560",,-,0-2317-5487 # 234,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
King's Stella,King's Stella Lamon Econo Dishwash,19J6800290666,389/2556,N/A,26/06/2026,"King Stella Group Co., Ltd.","89,98 Moo1,  Klongniyom-Yatra Tambol , Amphur Bangboo, Samutprakarn 10560, Thailand., Khlong Niyom Yattra, Bang Bo, Samut Prakan, 10560",,-,0-2317-5487 # 234,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
N/A,LAMINATED  WOVEN PLASTIC CANVAS,18R6320021167,-,N/A,06/09/2025,CHAISIRI NYLON CANVAS FACTORY LTD.,"124 MOO 1, DONKAIDEE, KRATHUM BAEN, SAMUT SAKHON, THAILAND 74110, Don Kai Di, Krathum Baen, Samut Sakhon, 74110",nuttakan@chaisiri.com,Ms. Nuttakan  Phituksantichai,034 – 471742,-,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
N/A,LAMINATED WOVEN SACKS,18R6320061167,-,N/A,06/09/2025,CHAISIRI NYLON CANVAS FACTORY LTD.,"124 MOO 1, DONKAIDEE, KRATHUM BAEN, SAMUT SAKHON, THAILAND 74110, Don Kai Di, Krathum Baen, Samut Sakhon, 74110",nuttakan@chaisiri.com,Ms. Nuttakan  Phituksantichai,034 – 471742,-,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
INVE,Lansy Breed Essential,19J2710280462,ป.0101570305,N/A,24/04/2026,INVE (THAILAND) LTD.,"79/1 Moo 1, Nakhon Sawan-Phitsanulok Rd., Nong Lum, Wachirabarami, Phichit 66220, Thailand, Nong Lum, Wachirabarami, Phichit, 66220",w.benjapalakorn@inveaquaculture.com,Warittha,"056-609800 ต่อ 201, 089-7724600",,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
INVE,Lansy Breed Performance,19J2710300462,ป.0101570339,N/A,24/04/2026,INVE (THAILAND) LTD.,"79/1 Moo 1, Nakhon Sawan-Phitsanulok Rd., Nong Lum, Wachirabarami, Phichit 66220, Thailand, Nong Lum, Wachirabarami, Phichit, 66220",w.benjapalakorn@inveaquaculture.com,Warittha,"056-609800 ต่อ 201, 089-7724600",,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
INVE,LANSY-Shrimp BLACK FLAKE,19J2710640462,ป.0101510851,N/A,24/04/2026,INVE (THAILAND) LTD.,"79/1 Moo 1, Nakhon Sawan-Phitsanulok Rd., Nong Lum, Wachirabarami, Phichit 66220, Thailand, Nong Lum, Wachirabarami, Phichit, 66220",w.benjapalakorn@inveaquaculture.com,Warittha,"056-609800 ต่อ 201, 089-7724600",,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
INVE,LANSY-Shrimp MPL,19J2710310462,ป.0101461153,N/A,24/04/2026,INVE (THAILAND) LTD.,"79/1 Moo 1, Nakhon Sawan-Phitsanulok Rd., Nong Lum, Wachirabarami, Phichit 66220, Thailand, Nong Lum, Wachirabarami, Phichit, 66220",w.benjapalakorn@inveaquaculture.com,Warittha,"056-609800 ต่อ 201, 089-7724600",,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
INVE,LANSY-Shrimp PL,19J2710320462,ป.0101461154,N/A,24/04/2026,INVE (THAILAND) LTD.,"79/1 Moo 1, Nakhon Sawan-Phitsanulok Rd., Nong Lum, Wachirabarami, Phichit 66220, Thailand, Nong Lum, Wachirabarami, Phichit, 66220",w.benjapalakorn@inveaquaculture.com,Warittha,"056-609800 ต่อ 201, 089-7724600",,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
INVE,LANSY-Shrimp POWER FLAKE,19J2710650462,ป.0101480264,N/A,24/04/2026,INVE (THAILAND) LTD.,"79/1 Moo 1, Nakhon Sawan-Phitsanulok Rd., Nong Lum, Wachirabarami, Phichit 66220, Thailand, Nong Lum, Wachirabarami, Phichit, 66220",w.benjapalakorn@inveaquaculture.com,Warittha,"056-609800 ต่อ 201, 089-7724600",,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
-,LANSY-Shrimp RED FLAKE,19J2711430568,ป.01 01 68 0023,N/A,24/04/2026,INVE (THAILAND) LTD.,"79/1 Moo 1, Nakhon Sawan-Phitsanulok Rd., Nong Lum, Wachirabarami, Phichit 66220, Thailand, Nong Lum, Wachirabarami, Phichit, 66220",w.benjapalakorn@inveaquaculture.com,Warittha,"056-609800 ต่อ 201, 089-7724600",,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
INVE,LANSY-Shrimp ZM,19J2710690462,ป.0101461208,N/A,24/04/2026,INVE (THAILAND) LTD.,"79/1 Moo 1, Nakhon Sawan-Phitsanulok Rd., Nong Lum, Wachirabarami, Phichit 66220, Thailand, Nong Lum, Wachirabarami, Phichit, 66220",w.benjapalakorn@inveaquaculture.com,Warittha,"056-609800 ต่อ 201, 089-7724600",,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
N/A,LATEX CONCENTRATE 60% CYTEX,18M0420010164,N/A,N/A,19/01/2026,"CHIP YOO LATEX CO., LTD.","195 SUKAYANG ROAD, BETONG, YALA 95110 THAILAND., Betong, Betong, Yala, 95110",cytexhq@gmail.com,Charlermsuc  Joothamongkhon,0898769699,LATEX CONCENTRATE 60% CYTEX,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
SATORY,LATEX POWDER FREE EXAMINATION GLOVES,18L7460040765,N/A,N/A,30/09/2025,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED (TRANG),"10 SOI 10, PHETKASEM ROAD, HAT YAI, SONGKHLA 90110, THAILAND., Hat Yai, Hat Yai, Songkhla, 90110",,-,075-201-199 #3001,LATEX POWDER FREE EXAMINATION GLOVES,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves I'm Glove,Latex Powder Free Non Sterile (Black),18K1590270964,N/A,N/A,03/09/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,"10  SOI 10, PHETKASEM ROAD, HAT YAI, SONGKHLA  90110  THAILAND, Hat Yai, Hat Yai, Songkhla, 90110",Sineenat@sritranggroup.com,Mrs. Sineenat Utanpun,074-471471,Latex Powder Free Non Sterile (Black),https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves I'm Glove,Latex Powder Free Non Sterile (Natural white),18K1590030962,N/A,N/A,03/09/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,"10  SOI 10, PHETKASEM ROAD, HAT YAI, SONGKHLA  90110  THAILAND, Hat Yai, Hat Yai, Songkhla, 90110",Sineenat@sritranggroup.com,Mrs. Sineenat Utanpun,074-471471,Latex Powder Free Non Sterile (Natural white),https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves I'm Glove,Latex Powder Free Non Sterile (Natural white),18L6640061063,N/A,N/A,27/10/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED (SURAT THANI),"189 MOO.7, BAN KHAO MAI DAENG, PHLAI WAT, KANCHANADIT, SURAT THANI  84160 THAILAND., Phlai Wat, Kanchanadit, Surat Thani, 84160",kamomwanc@sritranggroup.com,Miss Kamonwan Charoensak,077-277888 #77501,Latex Powder Free Non Sterile (Natural white),https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves I'm Glove,Latex Powder Free Non Sterile (Ocean Blue),18K1590250964,N/A,N/A,03/09/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,"10  SOI 10, PHETKASEM ROAD, HAT YAI, SONGKHLA  90110  THAILAND, Hat Yai, Hat Yai, Songkhla, 90110",Sineenat@sritranggroup.com,Mrs. Sineenat Utanpun,074-471471,Latex Powder Free Non Sterile (Ocean Blue),https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves I'm Glove,Latex Powder Free Non Sterile (Pink),18K1590310964,N/A,N/A,03/09/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,"10  SOI 10, PHETKASEM ROAD, HAT YAI, SONGKHLA  90110  THAILAND, Hat Yai, Hat Yai, Songkhla, 90110",Sineenat@sritranggroup.com,Mrs. Sineenat Utanpun,074-471471,Latex Powder Free Non Sterile (Pink),https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves I'm Glove,Latex Powder Free Non Sterile (Violet Blue),18K1590290964,N/A,N/A,03/09/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,"10  SOI 10, PHETKASEM ROAD, HAT YAI, SONGKHLA  90110  THAILAND, Hat Yai, Hat Yai, Songkhla, 90110",Sineenat@sritranggroup.com,Mrs. Sineenat Utanpun,074-471471,Latex Powder Free Non Sterile (Violet Blue),https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves,Latex Powder-Free Examination Gloves,18K1590130163,N/A,N/A,03/09/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,"10  SOI 10, PHETKASEM ROAD, HAT YAI, SONGKHLA  90110  THAILAND, Hat Yai, Hat Yai, Songkhla, 90110",Sineenat@sritranggroup.com,Mrs. Sineenat Utanpun,074-471471,Latex Powder-Free Examination Gloves,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Satory,Latex Powder-Free Examination Gloves,18K1590220163,N/A,N/A,03/09/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,"10  SOI 10, PHETKASEM ROAD, HAT YAI, SONGKHLA  90110  THAILAND, Hat Yai, Hat Yai, Songkhla, 90110",Sineenat@sritranggroup.com,Mrs. Sineenat Utanpun,074-471471,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves,Latex Powder-Free Examination Gloves,18L6640071063,N/A,N/A,27/10/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED (SURAT THANI),"189 MOO.7, BAN KHAO MAI DAENG, PHLAI WAT, KANCHANADIT, SURAT THANI  84160 THAILAND., Phlai Wat, Kanchanadit, Surat Thani, 84160",kamomwanc@sritranggroup.com,Miss Kamonwan Charoensak,077-277888 #77501,Latex Powder-Free Examination Gloves,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Satory,Latex Powder-Free Examination Gloves,18L6640101063,N/A,N/A,27/10/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED (SURAT THANI),"189 MOO.7, BAN KHAO MAI DAENG, PHLAI WAT, KANCHANADIT, SURAT THANI  84160 THAILAND., Phlai Wat, Kanchanadit, Surat Thani, 84160",kamomwanc@sritranggroup.com,Miss Kamonwan Charoensak,077-277888 #77501,Latex Powder-Free Examination Gloves,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves,Latex Powder-Free Examination Gloves  (Black),18T4940061067,N/A,N/A,02/10/2025,Sri Trang Gloves (Thailand) Public Company Limited,"10 Soi 10, Phetkasem Road, Hat Yai Subdistrict, Hat Yai District, Songkhla Province. 90110, Hat Yai, Hat Yai, Songkhla, 90110",Pattarawadee@sritranggroup.com,Pattarawadee chuwecha,074-414-244,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves,Latex Powder-Free Examination Gloves  (Natural White) (Sense),18T4940011067,N/A,N/A,02/10/2025,Sri Trang Gloves (Thailand) Public Company Limited,"10 Soi 10, Phetkasem Road, Hat Yai Subdistrict, Hat Yai District, Songkhla Province. 90110, Hat Yai, Hat Yai, Songkhla, 90110",Pattarawadee@sritranggroup.com,Pattarawadee chuwecha,074-414-244,,https://halal.co.th/en/layout/images/noimage-product.jpg,Services
Sri Trang Gloves,Latex Powder-Free Examination Gloves (Black),18K1590280964,N/A,N/A,03/09/2026,SRI TRANG GLOVES (THAILAND) PUBLIC COMPANY LIMITED,"10  SOI 10, PHETKASEM ROAD, HAT YAI, SONGKHLA  90110  THAILAND, Hat Yai, Hat Yai, Songkhla, 90110",Sineenat@sritranggroup.com,Mrs. Sineenat Utanpun,074-471471,Latex Powder-Free Examination Gloves (Black),https://halal.co.th/en/layout/images/noimage-product.jpg,Services
