name,product_name,halal_code,fda_number,barcode,expiry_date,company_name,company_address,company_email,cordinator_name,cordinator_contact,long_product_detail,image_link,category
DIVERSEY,SUMA PAN,15G8830220961,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/storages/products/465379.jpg,Utilities
DIVERSEY,SUMA SOAK,15G8830250961,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/storages/products/465382.png,Utilities
DIVERSEY,SUMA SOL,15G8830200961,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/storages/products/465377.png,Utilities
DIVERSEY,TASKI R5-CONC,15G8830440962,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/storages/products/465399.png,Utilities
Teepol,Teepol Daily Bathroom and Surface Cleaner,15K2080280766,ฉช13/2565,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,Teepol Daily Bathroom and Surface Cleaner,https://halal.co.th/storages/products/718766.png,Utilities
Teepol,Teepol Dish Super Lemon,15K2080270766,ฉช20/2564,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,,https://halal.co.th/storages/products/766309.png,Utilities
Teepol,Teepol Dish Super Orange Scent,15K2080240865,ฉช11/2563,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,,https://halal.co.th/storages/products/766306.png,Utilities
Teepol,Teepol Furniture Polishing,15K2080101062,N/A,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,Teepol Furniture Polishing,https://halal.co.th/storages/products/766302.png,Utilities
Teepol,Teepol Glass Cleaner,15K2080260766,272/2562,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,,https://halal.co.th/storages/products/766308.png,Utilities
Teepol,Teepol Industrial GC,15K2080211064,ฉช 3/2564,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,Teepol Industrial GC,https://halal.co.th/storages/products/766304.png,Utilities
Teepol,Teepol Multipurpose,15K2080011062,ฉช.4/2557,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,Teepol Carpet Cleaners,https://halal.co.th/storages/products/766299.png,Utilities
Teepol,Teepol Power LDI,15K2080250865,ฉช15-2564,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,,https://halal.co.th/storages/products/766307.jpg,Utilities
Teepol,Teepol Pure,15K2080141062,ฉช 9/2561,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,Teepol Pure,https://halal.co.th/storages/products/766303.png,Utilities
Teepol,Teepol Pure Industrial,15K2080021062,ฉช 9/2562,N/A,01/10/2025,SHERWOOD CORPORATION (THAILAND) PUBLIC COMPANY LIMITED,"1252 True Tower Building 2, Building 1, 2nd Floor, Phatthanakan Road, Suanluang, Suanluang, Bangkok 10250, Thailand., Suan Luang, Khet Suan Luang, Bangkok, 10250",supapron_sho@sherwood.co.th,Miss. supapron,038522302,,https://halal.co.th/storages/products/766300.png,Utilities
N/A,WASHPRO,15U0920101267,407/2553,8858757600347,04/12/2025,"Smartlab Co., Ltd.","333/29 Moo.9, Laharn Subdistrict, Bang Bua Thong District, Nonthaburi Province 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",thanatpong.akka@hotmail.com,Thanatpong Akkathammatat,0822424464,"Clear blue liquid, characteristic odor",https://halal.co.th/storages/products/783595.jpg,Utilities
N/A,Whitepro,15U0920041267,541/2554,8858757640992,04/12/2025,"Smartlab Co., Ltd.","333/29 Moo.9, Laharn Subdistrict, Bang Bua Thong District, Nonthaburi Province 11110, Lahan, Bang Bua Thong, Nonthaburi, 11110",thanatpong.akka@hotmail.com,Thanatpong Akkathammatat,0822424464,"opaque white to slightly yellowish liquid, characteristic odor",https://halal.co.th/storages/products/746938.jpg,Utilities
Khao Shong,Agglomerated Instant Coffee Mixture (AI 05),802740411052,N/A,N/A,14/08/2025,"KHAO SHONG INDUSTRY 1979 CO., LTD.","44 MOO 15, KINGKAEW RD., BANGPLEE, SAMUTPRAKARN 10540 THAILAND., Racha Thewa, Bang Phli, Samut Prakan, 10540",Natthakarn@khaoshong.com,-,"0-2175-1833 ต่อ 219, 220",Agglomerated Instant Coffee Mixture (AI 05),https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Khao Shong,"Agglomerated Instant Coffee Mixture (F2, F3, AI26/2, AI04/1)",802740021042,N/A,N/A,14/08/2025,"KHAO SHONG INDUSTRY 1979 CO., LTD.","44 MOO 15, KINGKAEW RD., BANGPLEE, SAMUTPRAKARN 10540 THAILAND., Racha Thewa, Bang Phli, Samut Prakan, 10540",Natthakarn@khaoshong.com,-,"0-2175-1833 ต่อ 219, 220","Agglomerated Instant Coffee Mixture (F2, F3, AI26/2, AI04/1)",https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Flussig Chem,Alquat Plus,15F2190951167,N/A,N/A,31/10/2025,"Flussig Chem Co., Ltd.","2292, 2294, 2296 Pattanakarn Rd., Kwang  Pattanakarn, Khet Suanluang, Bangkok 10250 Thailand, Phatthanakan, Khet Suan Luang, Bangkok, 10250",marketing@flussig-nithimai.com,pornsuda,02-7226393-4  ต่อ 101-102,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
N/A,Aluminium Can 2 Pieces,80N7040030265,-,N/A,16/02/2026,"ROYAL CAN INDUSTRIES CO., LTD.","68 Moo 3 , Liapklongkaerai Road , Kaerai , Kratumban , Samutsakorn 74110 Thailand, Khae Rai, Krathum Baen, Samut Sakhon, 74110",hsorawee@rcithailand.com,Sorawee   Hotongkum,034 – 419 – 333 ต่อ 1312,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
N/A,Aluminium Ends Full Open Ends,80N7040080265,-,N/A,16/02/2026,"ROYAL CAN INDUSTRIES CO., LTD.","68 Moo 3 , Liapklongkaerai Road , Kaerai , Kratumban , Samutsakorn 74110 Thailand, Khae Rai, Krathum Baen, Samut Sakhon, 74110",hsorawee@rcithailand.com,Sorawee   Hotongkum,034 – 419 – 333 ต่อ 1312,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
N/A,Aluminium Ends Peel off Ends,80N7040090265,-,N/A,16/02/2026,"ROYAL CAN INDUSTRIES CO., LTD.","68 Moo 3 , Liapklongkaerai Road , Kaerai , Kratumban , Samutsakorn 74110 Thailand, Khae Rai, Krathum Baen, Samut Sakhon, 74110",hsorawee@rcithailand.com,Sorawee   Hotongkum,034 – 419 – 333 ต่อ 1312,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Khao Shong,Arabica Espresso Roasted & Ground Coffee,802740341052,N/A,N/A,14/08/2025,"KHAO SHONG INDUSTRY 1979 CO., LTD.","44 MOO 15, KINGKAEW RD., BANGPLEE, SAMUTPRAKARN 10540 THAILAND., Racha Thewa, Bang Phli, Samut Prakan, 10540",Natthakarn@khaoshong.com,-,"0-2175-1833 ต่อ 219, 220",Arabica Espresso Roasted & Ground Coffee,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Khao Shong,Arabica Roasted Whole Coffee Beans,802740331052,N/A,N/A,14/08/2025,"KHAO SHONG INDUSTRY 1979 CO., LTD.","44 MOO 15, KINGKAEW RD., BANGPLEE, SAMUTPRAKARN 10540 THAILAND., Racha Thewa, Bang Phli, Samut Prakan, 10540",Natthakarn@khaoshong.com,-,"0-2175-1833 ต่อ 219, 220",Arabica Roasted Whole Coffee Beans,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
BABI MILD,BABY LIQUID FABRIC WASH BABY TOUCH,15G0290950763,55/2563,N/A,03/03/2026,OSOTSPA PUBLIC COMPANY LIMITED,"348 RAMKHAMHAENG ROAD, HUAMAK, BANGKAPI, BANGKOK 10240, THAILAND., Hua Mak, Khet Bang Kapi, Bangkok, 10240",Krisda.unw@osotspa.com,Mr. Krisda,063-206-0379,BABY LIQUID FABRIC WASH BABY TOUCH,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Latex Systems,Back Cushion,16J9760130862,N/A,N/A,25/08/2025,LATEX SYSTEMS PUBLIC COMPANY LIMITED,"79/2 MOO 1, HOMSIN, BANGPAKONG, CHACHOENGSAO 24180, THAILAND., Hom Sin, Bang Pakong, Chachoengsao, 24180",cherdsak@latexsystems.com,-,038-570201-4,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Sleepertist,Back Cushion,16J9760140862,N/A,N/A,25/08/2025,LATEX SYSTEMS PUBLIC COMPANY LIMITED,"79/2 MOO 1, HOMSIN, BANGPAKONG, CHACHOENGSAO 24180, THAILAND., Hom Sin, Bang Pakong, Chachoengsao, 24180",cherdsak@latexsystems.com,-,038-570201-4,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
TNF,Back Cushion,16J9760150862,N/A,N/A,25/08/2025,LATEX SYSTEMS PUBLIC COMPANY LIMITED,"79/2 MOO 1, HOMSIN, BANGPAKONG, CHACHOENGSAO 24180, THAILAND., Hom Sin, Bang Pakong, Chachoengsao, 24180",cherdsak@latexsystems.com,-,038-570201-4,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Nap & Night,Back Cushion,16J9760160862,N/A,N/A,25/08/2025,LATEX SYSTEMS PUBLIC COMPANY LIMITED,"79/2 MOO 1, HOMSIN, BANGPAKONG, CHACHOENGSAO 24180, THAILAND., Hom Sin, Bang Pakong, Chachoengsao, 24180",cherdsak@latexsystems.com,-,038-570201-4,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
,Bakemate 40R,155110291052,11-1-26648-1-0038,N/A,23/10/2025,Aditya Birla Chemicals (Thailand) Limilted. Phosphates Division,"77 Moo 6, Soi Sukhaphiban 1, Poochao Saming Prai Road, Samrong, Phrapradaeng, Samutprakarn , 10130, Thailand., Samrong, Phra Pradaeng, Samut Prakan, 10130",abct-phd.csone@adityabirla.com,์Narawadee Jumderm,02-704-2100 ext 526,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Latex Systems,Bolster,16J9760050862,N/A,N/A,25/08/2025,LATEX SYSTEMS PUBLIC COMPANY LIMITED,"79/2 MOO 1, HOMSIN, BANGPAKONG, CHACHOENGSAO 24180, THAILAND., Hom Sin, Bang Pakong, Chachoengsao, 24180",cherdsak@latexsystems.com,-,038-570201-4,Bolster,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Sleepertist,Bolster,16J9760060862,N/A,N/A,25/08/2025,LATEX SYSTEMS PUBLIC COMPANY LIMITED,"79/2 MOO 1, HOMSIN, BANGPAKONG, CHACHOENGSAO 24180, THAILAND., Hom Sin, Bang Pakong, Chachoengsao, 24180",cherdsak@latexsystems.com,-,038-570201-4,Bolster,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
TNF,Bolster,16J9760070862,N/A,N/A,25/08/2025,LATEX SYSTEMS PUBLIC COMPANY LIMITED,"79/2 MOO 1, HOMSIN, BANGPAKONG, CHACHOENGSAO 24180, THAILAND., Hom Sin, Bang Pakong, Chachoengsao, 24180",cherdsak@latexsystems.com,-,038-570201-4,Bolster,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Nap & Night,Bolster,16J9760080862,N/A,N/A,25/08/2025,LATEX SYSTEMS PUBLIC COMPANY LIMITED,"79/2 MOO 1, HOMSIN, BANGPAKONG, CHACHOENGSAO 24180, THAILAND., Hom Sin, Bang Pakong, Chachoengsao, 24180",cherdsak@latexsystems.com,-,038-570201-4,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Flussig Chem,Brink,15F2190031159,N/A,N/A,31/10/2025,"Flussig Chem Co., Ltd.","2292, 2294, 2296 Pattanakarn Rd., Kwang  Pattanakarn, Khet Suanluang, Bangkok 10250 Thailand, Phatthanakan, Khet Suan Luang, Bangkok, 10250",marketing@flussig-nithimai.com,pornsuda,02-7226393-4  ต่อ 101-102,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Flussig Chem,Brink - 60,15F2190070160,N/A,N/A,31/10/2025,"Flussig Chem Co., Ltd.","2292, 2294, 2296 Pattanakarn Rd., Kwang  Pattanakarn, Khet Suanluang, Bangkok 10250 Thailand, Phatthanakan, Khet Suan Luang, Bangkok, 10250",marketing@flussig-nithimai.com,pornsuda,02-7226393-4  ต่อ 101-102,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Flussig Chem,Brink -134,15F2190581162,N/A,N/A,31/10/2025,"Flussig Chem Co., Ltd.","2292, 2294, 2296 Pattanakarn Rd., Kwang  Pattanakarn, Khet Suanluang, Bangkok 10250 Thailand, Phatthanakan, Khet Suan Luang, Bangkok, 10250",marketing@flussig-nithimai.com,pornsuda,02-7226393-4  ต่อ 101-102,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Flussig Chem,Brink-154,15F2190821165,N/A,N/A,31/10/2025,"Flussig Chem Co., Ltd.","2292, 2294, 2296 Pattanakarn Rd., Kwang  Pattanakarn, Khet Suanluang, Bangkok 10250 Thailand, Phatthanakan, Khet Suan Luang, Bangkok, 10250",marketing@flussig-nithimai.com,pornsuda,02-7226393-4  ต่อ 101-102,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Flussig Chem,C-kaline,15F2190241160,N/A,N/A,31/10/2025,"Flussig Chem Co., Ltd.","2292, 2294, 2296 Pattanakarn Rd., Kwang  Pattanakarn, Khet Suanluang, Bangkok 10250 Thailand, Phatthanakan, Khet Suan Luang, Bangkok, 10250",marketing@flussig-nithimai.com,pornsuda,02-7226393-4  ต่อ 101-102,C-kaline,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Flussig Chem,C-kaline S,15F2190251160,N/A,N/A,31/10/2025,"Flussig Chem Co., Ltd.","2292, 2294, 2296 Pattanakarn Rd., Kwang  Pattanakarn, Khet Suanluang, Bangkok 10250 Thailand, Phatthanakan, Khet Suan Luang, Bangkok, 10250",marketing@flussig-nithimai.com,pornsuda,02-7226393-4  ต่อ 101-102,C-kaline S,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
Flussig Chem,Chlorosan,15F2190231160,N/A,N/A,31/10/2025,"Flussig Chem Co., Ltd.","2292, 2294, 2296 Pattanakarn Rd., Kwang  Pattanakarn, Khet Suanluang, Bangkok 10250 Thailand, Phatthanakan, Khet Suan Luang, Bangkok, 10250",marketing@flussig-nithimai.com,pornsuda,02-7226393-4  ต่อ 101-102,Chlorosan,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX,15G8830430962,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX 100 OB,15G8830920167,N/A,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX 200,15G8830880167,สป 112/2565,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX ACTIV,15G8830150961,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX ALFA,15G8830720167,วอส.432/2566,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX BETA,15G8830890167,วอส.76/2566,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX BUILD LITE,15G8830900167,644/2565,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX CYGNET SOUR,15G8830420962,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX DEOSOFT BREEZE CONC,15G8830910167,N/A,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX HAMIX S,15G8830410962,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX HYPO,15G8830400962,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX NEUTRA CHLOR,15G8830730167,-,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX OXY,15G8830390962,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX PREWASH,15G8830120961,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX PROFI FORTE,15G8830740167,สป 107/2565,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX RUST,15G8830130961,N/A,N/A,20/09/2025,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX SOFT FRESH CONC,15G8830940167,N/A,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX SOFTCARE,15G8830930167,N/A,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLAX SUPREMO PLUS,15G8830950167,645/2565,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
DIVERSEY,CLENEBRITE,15G8830960167,วอส.74/2566,N/A,03/01/2026,"DIVERSEY HYGIENE (THAILAND) CO., LTD.","33/4 THE 9th TOWER GRAND RAMA 9 27th FLOOR, TOWER B, RAMA 9 ROAD, HUAYKWANG, BANGKOK 10310, THAILAND, Huai Khwang, Khet Huai Khwang, Bangkok, 10310",pornpada@milott.co.th,Ms.Pornpada   Klinhom,-,,https://halal.co.th/en/layout/images/noimage-product.jpg,Utilities
